"archivo","bytes","sha256","estado","origenes"
"Microsoft.AspNetCore.Mvc.Localization.dll","50984","817e6d5a8337e686cc4277176a1902d638fa6ee1958880b71eaa1a0b36d75173","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Mvc.Localization.dll"
"Microsoft.AspNetCore.Mvc.Razor.dll","239400","f34e1ebb50fd360586d0ef28af06429df4eea42f8ab7ca1a04ba3a082cbd5478","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Mvc.Razor.dll"
"Microsoft.AspNetCore.Mvc.RazorPages.dll","448296","521e78b18bb474a3b6cb6ccabd6b48fdfc94048bf87c1555f427571dc9b0d353","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Mvc.RazorPages.dll"
"Microsoft.AspNetCore.Mvc.TagHelpers.dll","284456","dc3f1bb01059cc9096259943a1c7ccd72b9298fadb3a81390dd76830f173b737","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Mvc.TagHelpers.dll"
"Microsoft.AspNetCore.Mvc.ViewFeatures.dll","726864","4da923fa312615a49de69d655dff3b8227ed76116c42d02d33b28dca8b84cc03","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Mvc.ViewFeatures.dll"
"Microsoft.AspNetCore.OpenApi.dll","193320","3975ea6c1f843bd227e51775ae2c70b23e30cb031f664f5adf5560b5f7a3da48","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.OpenApi/10.0.10:lib/net10.0/Microsoft.AspNetCore.OpenApi.dll"
"Microsoft.AspNetCore.OutputCaching.dll","251728","88c8dc020aa6741157855a83187bd85bf782c8dc1d6294b65d908b3850f6a8ff","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.OutputCaching.dll"
"Microsoft.AspNetCore.RateLimiting.dll","108368","92c6c0cf45bef5578c18dcfdc804b9a942efc2e360ec4182c97e75b2ecfff282","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.RateLimiting.dll"
"Microsoft.AspNetCore.Razor.dll","67368","1c7d05cf15cdd03879131a5769861c2632faef8b47861e78ccdeebcd9060afdd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Razor.dll"
"Microsoft.AspNetCore.Razor.Runtime.dll","75600","4f0eb5dfcc89ab1169a87a86f6379f0370907e6ebdea0de3e700aa68b9a0eec2","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Razor.Runtime.dll"
"Microsoft.AspNetCore.RequestDecompression.dll","51024","82473fd2a7c27ab0e2f589697547386c582d2169258281a0d0edec65eb7c3c81","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.RequestDecompression.dll"
"Microsoft.AspNetCore.ResponseCaching.Abstractions.dll","16168","2f470d29afd6a575555150ef5bdc532d6c6a3f07b337b812878a1bed66ec5ec9","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.ResponseCaching.Abstractions.dll"
"Microsoft.AspNetCore.ResponseCaching.dll","149328","9d373290ed9025e7cff722a49adad7f7b0e9eb16325e42100e4a79f3dc64d82d","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.ResponseCaching.dll"
"Microsoft.AspNetCore.ResponseCompression.dll","79656","a6e64b82f82310844430d0d932270df7eefb4f32638a70aaf7ed8cbddf87c3af","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.ResponseCompression.dll"
"Microsoft.AspNetCore.Rewrite.dll","214864","89d48414bfd147027f0826e47b2ff28927464c59e37806c32249b7c3a4c90d46","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Rewrite.dll"
"Microsoft.AspNetCore.Routing.Abstractions.dll","59176","ea601c608e0e51ba51136f7755af4eb6b47099cd1c41710faae2f8b096b63194","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Routing.Abstractions.dll"
"Microsoft.AspNetCore.Routing.dll","861992","69c76fd9e5cac492d689bc0aad3ae3de047ee4f0c4261f43446d53e8e14fcb16","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Routing.dll"
"Microsoft.AspNetCore.Server.HttpSys.dll","816936","402f2c60646e1145f45aaad978674eb141a6875c91d474b431c4339d554250fd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.HttpSys.dll"
"Microsoft.AspNetCore.Server.IIS.dll","673576","00299f6b4354341aa069aa993993be017296c4196d7b2211b822b73558f6e5f1","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.IIS.dll"
"Microsoft.AspNetCore.Server.IISIntegration.dll","50984","e0d3536a9033a48b7d0c4c8695e838c4e7c618eac6436ff454070f5a74296c40","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.IISIntegration.dll"
"Microsoft.AspNetCore.Server.Kestrel.Core.dll","2344744","62b5ab79f5f896235e4068039450a15a7bcdb5bb4eb73f2f6bdf5a787d4cc239","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.Kestrel.Core.dll"
"Microsoft.AspNetCore.Server.Kestrel.dll","34600","f0de796d9d6b05c0f3ce877c2288f836a3f1dd5b5a374babc2af3deda73e94b7","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.Kestrel.dll"
"Microsoft.AspNetCore.Server.Kestrel.Transport.NamedPipes.dll","157480","7ad9ac5286296e71f63d139dc2c4cffd66577874f21aaf0cadf0320ae7a03771","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.Kestrel.Transport.NamedPipes.dll"
"Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.dll","247632","6a6919a866b014e392b18bb0f1bf26ae9ed51a063c77ed584a06cf4a2ab591de","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.Kestrel.Transport.Quic.dll"
"Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.dll","137000","14bb84ef188ffa3d9a40799b04eda941184ab89bc001ef59c03debd8922ed139","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.dll"
"Microsoft.AspNetCore.Session.dll","87848","9bdb8bfd19aa2483a758840036cc96cca263e506fbb84ccbcd8e1783e15b140e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.Session.dll"
"Microsoft.AspNetCore.SignalR.Common.dll","87848","5cb4b0d29df4d1162de0a4fa3164cc930f221e7c7fb68f4f35efd40bffa45088","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.SignalR.Common.dll"
"Microsoft.AspNetCore.SignalR.Core.dll","530256","2f059fa8c083f86dc97c91ebaa35cb0cc9ca71fca952255a9e6e622fd6469121","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.SignalR.Core.dll"
"Microsoft.AspNetCore.SignalR.dll","38696","d004216961d6f695344dfb797c494008f75371d5ea95a6f928f8c6be910ca0f7","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.SignalR.dll"
"Microsoft.AspNetCore.SignalR.Protocols.Json.dll","83792","0d603d40218129a45f6dab1b50f019bdaa345d2ebd4acd2a93fc2d0f32769d94","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.SignalR.Protocols.Json.dll"
"Microsoft.AspNetCore.StaticAssets.dll","194384","1effdbf6f5f1be2cff2f22e62bc967c1d02b565ef585ed10f893a9660bb2b4a3","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.StaticAssets.dll"
"Microsoft.AspNetCore.StaticFiles.dll","161616","8a1d25ea401eb4d608732667afd5a88987c4366660d9fda1b07a980c222db069","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.StaticFiles.dll"
"Microsoft.AspNetCore.WebSockets.dll","79656","9223f23711bab429cb4a09f2bedf1845acf44d963279235774782cfb6ae20340","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.WebSockets.dll"
"Microsoft.AspNetCore.WebUtilities.dll","251688","ee33396c44e552d8623c15e79bb033fdb63281597222575624256fd90213c7cd","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.AspNetCore.WebUtilities.dll"
"Microsoft.Bcl.Cryptography.dll","16648","b9b076648248645d7681f1a1b541d6534ea4a332d959df0c3b0c9e6c5c3780b2","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Bcl.Cryptography/9.0.13:lib/net9.0/Microsoft.Bcl.Cryptography.dll"
"Microsoft.CSharp.dll","980776","2000912f2fc52e0c64ed893d79f4e7b143502540fb7170b5ae5fcea7099ba431","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.CSharp.dll"
"Microsoft.Data.SqlClient.dll","1851840","66549fee0df15b8ad039ff5f04614dca849949512f6030ff62e34430ad0a9390","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.SqlClient/7.0.2:runtimes/win/lib/net9.0/Microsoft.Data.SqlClient.dll"
"Microsoft.Data.SqlClient.Extensions.Abstractions.dll","23488","83ca9271c19f983192adbcbf60678ac85f40fc7bef12de3fe5a1f51e969f96e9","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.SqlClient.Extensions.Abstractions/7.0.2:lib/netstandard2.0/Microsoft.Data.SqlClient.Extensions.Abstractions.dll"
"Microsoft.Data.SqlClient.Internal.Logging.dll","53656","dc6de8302cf8ac480aff894f60e75e625753c893b8be5e43b28779eb65bc521b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.SqlClient.Internal.Logging/7.0.2:lib/netstandard2.0/Microsoft.Data.SqlClient.Internal.Logging.dll"
"Microsoft.Data.SqlClient.SNI.dll","566832","7e37c5bba3da06a955c122e3515b2980e2f1b8732ec0297f0a7e77e79b4de331","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.SqlClient.SNI.runtime/6.0.2:runtimes/win-x64/native/Microsoft.Data.SqlClient.SNI.dll"
"Microsoft.Data.Sqlite.dll","177504","4abd9c2a61e580eb853e93ca8953a3cef2c05714ae28d2d1859d4dbc5e5700bc","HASH COINCIDE; REVISION PENDIENTE","Microsoft.Data.Sqlite.Core/10.0.11:lib/net8.0/Microsoft.Data.Sqlite.dll"
"Microsoft.DiaSymReader.Native.amd64.dll","2377016","70e4b89978ce57ef87b28f4921f3140c383b04aa96e7f3bdb3c4ebb898fd8a72","HASH COINCIDE; REVISION PENDIENTE","Microsoft.NETCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/native/Microsoft.DiaSymReader.Native.amd64.dll"
"Microsoft.Extensions.Caching.Abstractions.dll","75560","d6c5e46c7c43834235abbbcb9767756f8e210f0fcc4b92137c57a2aa83b81b2e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Caching.Abstractions.dll"
"Microsoft.Extensions.Caching.Memory.dll","100136","50df53585dac029895a6d50a32212424aafbae87b9cc20ac0af5338677492983","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Caching.Memory.dll"
"Microsoft.Extensions.Configuration.Abstractions.dll","46888","63a89b1becd68c2f5051df9c042b46bdf41fba72393bb1ef29b52b701b155c31","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.Abstractions.dll"
"Microsoft.Extensions.Configuration.Binder.dll","87848","26064491ae0cfb2dad631e672f6307a1a6659faeab3275b16b3f2b029841389e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.Binder.dll"
"Microsoft.Extensions.Configuration.CommandLine.dll","46928","df0e50837bac953ea298507e4e251b64130abaee8a7d2b045810cb66c56aaeef","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.CommandLine.dll"
"Microsoft.Extensions.Configuration.dll","91944","b8fb3cee77f703ab623826f5585a9acecfbbd186b98e1912353784b0aa994fb6","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.dll"
"Microsoft.Extensions.Configuration.EnvironmentVariables.dll","42832","f44e7a938bb4417e29925aa15dc121ac714157384819bc22e75f7af2e2779230","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.EnvironmentVariables.dll"
"Microsoft.Extensions.Configuration.FileExtensions.dll","50984","07b4726e83356d65ddc922ea4cf10da10b90dc8c074b845483786e840b47c17d","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.FileExtensions.dll"
"Microsoft.Extensions.Configuration.Ini.dll","46888","2bc0d603201d4ede980d15a4d817233f7fa7edc6109b2f8448203d0a0b4c5d3e","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.Ini.dll"
"Microsoft.Extensions.Configuration.Json.dll","50984","49b6f5405bd45624edd3dd1286e82ccf7265eb5ed3befaa38902194395eff743","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.Json.dll"
"Microsoft.Extensions.Configuration.KeyPerFile.dll","38736","1ac08e16c3fa84c1e3f9328eb2b150ce3bb93e17be423bfb89f10511623e5694","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.KeyPerFile.dll"
"Microsoft.Extensions.Configuration.UserSecrets.dll","46888","c41b46a33b97ecb715d9294763e335e65f277bd5217ff3a1222633313fc4e2d1","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.UserSecrets.dll"
"Microsoft.Extensions.Configuration.Xml.dll","63272","8ffe68c3bb20c06ea4fc4ff329662398e7c0222dd47a4c550d2d4329dde9e64c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Configuration.Xml.dll"
"Microsoft.Extensions.DependencyInjection.Abstractions.dll","141096","0e2feec8beaa131967d1f0d70684500183227d1ef58c617b8fadb793c3387e93","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.DependencyInjection.Abstractions.dll"
"Microsoft.Extensions.DependencyInjection.dll","227152","6424c0b19a1cef1977db79eee164dcaeb3cba6abdaa583d6f5ff6413f7f7244a","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.DependencyInjection.dll"
"Microsoft.Extensions.Diagnostics.Abstractions.dll","50984","d99f6143691e8a409b4857bd65829189465c71ad7ef5dff0e63a36c9f8fae002","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Diagnostics.Abstractions.dll"
"Microsoft.Extensions.Diagnostics.dll","71464","f2da53517fbd33cf08738dc8a439a3ba662b394fd8328d73107da635bc446f30","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Diagnostics.dll"
"Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions.dll","42792","3df995e75029f967a5fc9b30523c0655fc70682495a2cb08e15a7aaaaee5a6af","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions.dll"
"Microsoft.Extensions.Diagnostics.HealthChecks.dll","108328","1277a4a2879f8b7537f25e986fb6806c6cc074c07dbcbe98dacd0c02280478c6","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Diagnostics.HealthChecks.dll"
"Microsoft.Extensions.Features.dll","46928","9a37af53f48d4cbcafd3de646c60cdc5d142a95b49de1f82aade1a919c4aecff","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Features.dll"
"Microsoft.Extensions.FileProviders.Abstractions.dll","38696","f39acfb26fe3c3c977283e5efda4f0406418d58f446cfc0d4b1a843777a10651","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.FileProviders.Abstractions.dll"
"Microsoft.Extensions.FileProviders.Composite.dll","34640","121741c7d06cfb30476e5b35c51e253cc52a5a8eb8df491b966b952abdf8cd57","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.FileProviders.Composite.dll"
"Microsoft.Extensions.FileProviders.Embedded.dll","71504","e38f74e6126b082fa2f245bf80e9d6c64e682db9e51ab612d09e20b855f18b0f","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.FileProviders.Embedded.dll"
"Microsoft.Extensions.FileProviders.Physical.dll","91944","79d43cd4ac4df4c45bb6d3af3cfa5d4c9218008430122af685cb3877e8737208","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.FileProviders.Physical.dll"
"Microsoft.Extensions.FileSystemGlobbing.dll","100176","8bfc34ee24e50eff81e18e6880bc55bc20c9efad1a2ee73bad2dc433c70f5e8a","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.FileSystemGlobbing.dll"
"Microsoft.Extensions.Hosting.Abstractions.dll","79656","95f5e2e5ab0a8fc6c4fd35f1db331b7aa2852ab2cc7ca148be72320289bfedda","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Hosting.Abstractions.dll"
"Microsoft.Extensions.Hosting.dll","149328","22eb6edfc401db5d4ec30783474a913b7c39de13a76a6607128980c50b6cd521","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Hosting.dll"
"Microsoft.Extensions.Http.dll","198440","2cd8cf43d2b12b0c167e35fc6218945537f484899607279af8de23147755b695","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Http.dll"
"Microsoft.Extensions.Identity.Core.dll","538408","86028b37a48d38cf87df6fa92768764a4e972f895f17dfeec4096222287bca88","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Identity.Core.dll"
"Microsoft.Extensions.Identity.Stores.dll","87888","49315ad7f19d094cd53ede89877f18e7debc35237b9894afc039bd33c47617be","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Identity.Stores.dll"
"Microsoft.Extensions.Localization.Abstractions.dll","34600","5d5e96ef35d1fa9da098ce574eb6af3b1ea7e83dddee0a729322746be1e2b90b","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Localization.Abstractions.dll"
"Microsoft.Extensions.Localization.dll","59176","25822ccfe462e514879dbc62d7025a78efe4e28ac39c017bcb07902bb3830e49","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Localization.dll"
"Microsoft.Extensions.Logging.Abstractions.dll","153424","90c41d68d297e54c4def3cfd38eb620513a744ab01131840ea3e2634cf973be3","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.Abstractions.dll"
"Microsoft.Extensions.Logging.Configuration.dll","46888","c4df0fd6bce42c6293a8fc59c16d21a98e64f90a2f13523cc3b82cfd42ef968c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.Configuration.dll"
"Microsoft.Extensions.Logging.Console.dll","165712","f2a8843474f346cd3d076d352345a6372f199ca11fdb863bdbb246c87bcc9068","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.Console.dll"
"Microsoft.Extensions.Logging.Debug.dll","34640","4a261451703385f107746d051041270f46b2fd4272b5b1bc3e98b01677660658","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.Debug.dll"
"Microsoft.Extensions.Logging.dll","100176","afd93f320e217561e674f8c6d44ce1f0846d6ae2f26c0263f6b662476d4b570c","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.dll"
"Microsoft.Extensions.Logging.EventLog.dll","46928","21fa039f689683993894c73c35a1611ed64d46bdcaffae86d8273e0c7a30a0a8","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.EventLog.dll"
"Microsoft.Extensions.Logging.EventSource.dll","63312","5372914940d40ebb0e05dffc31011901be5a961fddf7e3d6bee4a3a7f6bd285f","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.EventSource.dll"
"Microsoft.Extensions.Logging.TraceSource.dll","38696","258f9eb2f7e0c7fc21d6a3f8ee87d78d109e1984476eb1f2b4f215f6c4a83ece","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Logging.TraceSource.dll"
"Microsoft.Extensions.ObjectPool.dll","42792","e02787c8fb6a7d9dd4e302c4d7f25f5a5c887c3b65f2d356098d473547c5df82","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.ObjectPool.dll"
"Microsoft.Extensions.Options.ConfigurationExtensions.dll","38736","1bcd901dbe6c5a148f42f6e1865a8bce598d24e87bd38f62e5a6108454d9a541","HASH COINCIDE; REVISION PENDIENTE","Microsoft.AspNetCore.App.Runtime.win-x64/10.0.12:runtimes/win-x64/lib/net10.0/Microsoft.Extensions.Options.ConfigurationExtensions.dll"
