"ecosystem","component","version","usage","complete","without_informix","license","evidence","source","decision","note"
"Cargo","wasm-streams","0.5.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:wasm-streams-0.5.0/Cargo.toml","https://crates.io/crates/wasm-streams/0.5.0","PENDIENTE REVISION",""
"Cargo","web_atoms","0.2.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:web_atoms-0.2.6/Cargo.toml","https://crates.io/crates/web_atoms/0.2.6","PENDIENTE REVISION",""
"Cargo","web-sys","0.3.104","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:web-sys-0.3.104/Cargo.toml","https://crates.io/crates/web-sys/0.3.104","PENDIENTE REVISION",""
"Cargo","webkit2gtk-sys","2.0.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:webkit2gtk-sys-2.0.2/Cargo.toml","https://crates.io/crates/webkit2gtk-sys/2.0.2","PENDIENTE REVISION",""
"Cargo","webkit2gtk","2.0.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:webkit2gtk-2.0.2/Cargo.toml","https://crates.io/crates/webkit2gtk/2.0.2","PENDIENTE REVISION",""
"Cargo","webpki-root-certs","1.0.9","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","CDLA-Permissive-2.0","Cargo registry:webpki-root-certs-1.0.9/Cargo.toml","https://crates.io/crates/webpki-root-certs/1.0.9","PENDIENTE REVISION",""
"Cargo","webview2-com-macros","0.8.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:webview2-com-macros-0.8.1/Cargo.toml","https://crates.io/crates/webview2-com-macros/0.8.1","PENDIENTE REVISION",""
"Cargo","webview2-com-sys","0.38.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:webview2-com-sys-0.38.2/Cargo.toml","https://crates.io/crates/webview2-com-sys/0.38.2","PENDIENTE REVISION",""
"Cargo","webview2-com","0.38.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:webview2-com-0.38.2/Cargo.toml","https://crates.io/crates/webview2-com/0.38.2","PENDIENTE REVISION",""
"Cargo","winapi-i686-pc-windows-gnu","0.4.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:winapi-i686-pc-windows-gnu-0.4.0/Cargo.toml","https://crates.io/crates/winapi-i686-pc-windows-gnu/0.4.0","PENDIENTE REVISION",""
"Cargo","winapi-util","0.1.11","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unlicense OR MIT","Cargo registry:winapi-util-0.1.11/Cargo.toml","https://crates.io/crates/winapi-util/0.1.11","PENDIENTE REVISION",""
"Cargo","winapi-x86_64-pc-windows-gnu","0.4.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:winapi-x86_64-pc-windows-gnu-0.4.0/Cargo.toml","https://crates.io/crates/winapi-x86_64-pc-windows-gnu/0.4.0","PENDIENTE REVISION",""
"Cargo","winapi","0.3.9","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT/Apache-2.0","Cargo registry:winapi-0.3.9/Cargo.toml","https://crates.io/crates/winapi/0.3.9","PENDIENTE REVISION",""
"Cargo","window-vibrancy","0.6.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:window-vibrancy-0.6.0/Cargo.toml","https://crates.io/crates/window-vibrancy/0.6.0","PENDIENTE REVISION",""
"Cargo","windows_aarch64_gnullvm","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_gnullvm-0.42.2/Cargo.toml","https://crates.io/crates/windows_aarch64_gnullvm/0.42.2","PENDIENTE REVISION",""
"Cargo","windows_aarch64_gnullvm","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_gnullvm-0.48.5/Cargo.toml","https://crates.io/crates/windows_aarch64_gnullvm/0.48.5","PENDIENTE REVISION",""
"Cargo","windows_aarch64_gnullvm","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_gnullvm-0.52.6/Cargo.toml","https://crates.io/crates/windows_aarch64_gnullvm/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_aarch64_gnullvm","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_gnullvm-0.53.1/Cargo.toml","https://crates.io/crates/windows_aarch64_gnullvm/0.53.1","PENDIENTE REVISION",""
"Cargo","windows_aarch64_msvc","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_msvc-0.42.2/Cargo.toml","https://crates.io/crates/windows_aarch64_msvc/0.42.2","PENDIENTE REVISION",""
"Cargo","windows_aarch64_msvc","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_msvc-0.48.5/Cargo.toml","https://crates.io/crates/windows_aarch64_msvc/0.48.5","PENDIENTE REVISION",""
"Cargo","windows_aarch64_msvc","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_msvc-0.52.6/Cargo.toml","https://crates.io/crates/windows_aarch64_msvc/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_aarch64_msvc","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_aarch64_msvc-0.53.1/Cargo.toml","https://crates.io/crates/windows_aarch64_msvc/0.53.1","PENDIENTE REVISION",""
"Cargo","windows_i686_gnu","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_gnu-0.42.2/Cargo.toml","https://crates.io/crates/windows_i686_gnu/0.42.2","PENDIENTE REVISION",""
"Cargo","windows_i686_gnu","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_gnu-0.48.5/Cargo.toml","https://crates.io/crates/windows_i686_gnu/0.48.5","PENDIENTE REVISION",""
"Cargo","windows_i686_gnu","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_gnu-0.52.6/Cargo.toml","https://crates.io/crates/windows_i686_gnu/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_i686_gnu","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_gnu-0.53.1/Cargo.toml","https://crates.io/crates/windows_i686_gnu/0.53.1","PENDIENTE REVISION",""
"Cargo","windows_i686_gnullvm","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_gnullvm-0.52.6/Cargo.toml","https://crates.io/crates/windows_i686_gnullvm/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_i686_gnullvm","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_gnullvm-0.53.1/Cargo.toml","https://crates.io/crates/windows_i686_gnullvm/0.53.1","PENDIENTE REVISION",""
"Cargo","windows_i686_msvc","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_msvc-0.42.2/Cargo.toml","https://crates.io/crates/windows_i686_msvc/0.42.2","PENDIENTE REVISION",""
"Cargo","windows_i686_msvc","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_msvc-0.48.5/Cargo.toml","https://crates.io/crates/windows_i686_msvc/0.48.5","PENDIENTE REVISION",""
"Cargo","windows_i686_msvc","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_msvc-0.52.6/Cargo.toml","https://crates.io/crates/windows_i686_msvc/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_i686_msvc","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_i686_msvc-0.53.1/Cargo.toml","https://crates.io/crates/windows_i686_msvc/0.53.1","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnu","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnu-0.42.2/Cargo.toml","https://crates.io/crates/windows_x86_64_gnu/0.42.2","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnu","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnu-0.48.5/Cargo.toml","https://crates.io/crates/windows_x86_64_gnu/0.48.5","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnu","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnu-0.52.6/Cargo.toml","https://crates.io/crates/windows_x86_64_gnu/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnu","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnu-0.53.1/Cargo.toml","https://crates.io/crates/windows_x86_64_gnu/0.53.1","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnullvm","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnullvm-0.42.2/Cargo.toml","https://crates.io/crates/windows_x86_64_gnullvm/0.42.2","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnullvm","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnullvm-0.48.5/Cargo.toml","https://crates.io/crates/windows_x86_64_gnullvm/0.48.5","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnullvm","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnullvm-0.52.6/Cargo.toml","https://crates.io/crates/windows_x86_64_gnullvm/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_x86_64_gnullvm","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_gnullvm-0.53.1/Cargo.toml","https://crates.io/crates/windows_x86_64_gnullvm/0.53.1","PENDIENTE REVISION",""
"Cargo","windows_x86_64_msvc","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_msvc-0.42.2/Cargo.toml","https://crates.io/crates/windows_x86_64_msvc/0.42.2","PENDIENTE REVISION",""
"Cargo","windows_x86_64_msvc","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_msvc-0.48.5/Cargo.toml","https://crates.io/crates/windows_x86_64_msvc/0.48.5","PENDIENTE REVISION",""
"Cargo","windows_x86_64_msvc","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_msvc-0.52.6/Cargo.toml","https://crates.io/crates/windows_x86_64_msvc/0.52.6","PENDIENTE REVISION",""
"Cargo","windows_x86_64_msvc","0.53.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows_x86_64_msvc-0.53.1/Cargo.toml","https://crates.io/crates/windows_x86_64_msvc/0.53.1","PENDIENTE REVISION",""
"Cargo","windows-collections","0.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-collections-0.2.0/Cargo.toml","https://crates.io/crates/windows-collections/0.2.0","PENDIENTE REVISION",""
"Cargo","windows-core","0.61.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-core-0.61.2/Cargo.toml","https://crates.io/crates/windows-core/0.61.2","PENDIENTE REVISION",""
"Cargo","windows-core","0.62.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-core-0.62.2/Cargo.toml","https://crates.io/crates/windows-core/0.62.2","PENDIENTE REVISION",""
"Cargo","windows-future","0.2.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-future-0.2.1/Cargo.toml","https://crates.io/crates/windows-future/0.2.1","PENDIENTE REVISION",""
"Cargo","windows-implement","0.60.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-implement-0.60.2/Cargo.toml","https://crates.io/crates/windows-implement/0.60.2","PENDIENTE REVISION",""
"Cargo","windows-interface","0.59.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-interface-0.59.3/Cargo.toml","https://crates.io/crates/windows-interface/0.59.3","PENDIENTE REVISION",""
"Cargo","windows-link","0.1.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-link-0.1.3/Cargo.toml","https://crates.io/crates/windows-link/0.1.3","PENDIENTE REVISION",""
"Cargo","windows-link","0.2.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-link-0.2.1/Cargo.toml","https://crates.io/crates/windows-link/0.2.1","PENDIENTE REVISION",""
"Cargo","windows-numerics","0.2.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-numerics-0.2.0/Cargo.toml","https://crates.io/crates/windows-numerics/0.2.0","PENDIENTE REVISION",""
"Cargo","windows-result","0.3.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-result-0.3.4/Cargo.toml","https://crates.io/crates/windows-result/0.3.4","PENDIENTE REVISION",""
"Cargo","windows-result","0.4.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-result-0.4.1/Cargo.toml","https://crates.io/crates/windows-result/0.4.1","PENDIENTE REVISION",""
"Cargo","windows-strings","0.4.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-strings-0.4.2/Cargo.toml","https://crates.io/crates/windows-strings/0.4.2","PENDIENTE REVISION",""
"Cargo","windows-strings","0.5.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-strings-0.5.1/Cargo.toml","https://crates.io/crates/windows-strings/0.5.1","PENDIENTE REVISION",""
"Cargo","windows-sys","0.45.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-sys-0.45.0/Cargo.toml","https://crates.io/crates/windows-sys/0.45.0","PENDIENTE REVISION",""
"Cargo","windows-sys","0.48.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-sys-0.48.0/Cargo.toml","https://crates.io/crates/windows-sys/0.48.0","PENDIENTE REVISION",""
"Cargo","windows-sys","0.52.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-sys-0.52.0/Cargo.toml","https://crates.io/crates/windows-sys/0.52.0","PENDIENTE REVISION",""
"Cargo","windows-sys","0.59.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-sys-0.59.0/Cargo.toml","https://crates.io/crates/windows-sys/0.59.0","PENDIENTE REVISION",""
"Cargo","windows-sys","0.60.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-sys-0.60.2/Cargo.toml","https://crates.io/crates/windows-sys/0.60.2","PENDIENTE REVISION",""
"Cargo","windows-sys","0.61.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-sys-0.61.2/Cargo.toml","https://crates.io/crates/windows-sys/0.61.2","PENDIENTE REVISION",""
"Cargo","windows-targets","0.42.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-targets-0.42.2/Cargo.toml","https://crates.io/crates/windows-targets/0.42.2","PENDIENTE REVISION",""
"Cargo","windows-targets","0.48.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-targets-0.48.5/Cargo.toml","https://crates.io/crates/windows-targets/0.48.5","PENDIENTE REVISION",""
"Cargo","windows-targets","0.52.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-targets-0.52.6/Cargo.toml","https://crates.io/crates/windows-targets/0.52.6","PENDIENTE REVISION",""
"Cargo","windows-targets","0.53.5","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-targets-0.53.5/Cargo.toml","https://crates.io/crates/windows-targets/0.53.5","PENDIENTE REVISION",""
"Cargo","windows-threading","0.1.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-threading-0.1.0/Cargo.toml","https://crates.io/crates/windows-threading/0.1.0","PENDIENTE REVISION",""
"Cargo","windows-version","0.1.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-version-0.1.7/Cargo.toml","https://crates.io/crates/windows-version/0.1.7","PENDIENTE REVISION",""
"Cargo","windows","0.61.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:windows-0.61.3/Cargo.toml","https://crates.io/crates/windows/0.61.3","PENDIENTE REVISION",""
"Cargo","winnow","0.5.40","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:winnow-0.5.40/Cargo.toml","https://crates.io/crates/winnow/0.5.40","PENDIENTE REVISION",""
"Cargo","winnow","0.7.15","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:winnow-0.7.15/Cargo.toml","https://crates.io/crates/winnow/0.7.15","PENDIENTE REVISION",""
"Cargo","winnow","1.0.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:winnow-1.0.4/Cargo.toml","https://crates.io/crates/winnow/1.0.4","PENDIENTE REVISION",""
"Cargo","winreg","0.55.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:winreg-0.55.0/Cargo.toml","https://crates.io/crates/winreg/0.55.0","PENDIENTE REVISION",""
"Cargo","wit-bindgen","0.57.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT","Cargo registry:wit-bindgen-0.57.1/Cargo.toml","https://crates.io/crates/wit-bindgen/0.57.1","PENDIENTE REVISION",""
"Cargo","writeable","0.6.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:writeable-0.6.3/Cargo.toml","https://crates.io/crates/writeable/0.6.3","PENDIENTE REVISION",""
"Cargo","wry","0.55.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:wry-0.55.1/Cargo.toml","https://crates.io/crates/wry/0.55.1","PENDIENTE REVISION",""
"Cargo","x11-dl","2.21.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:x11-dl-2.21.0/Cargo.toml","https://crates.io/crates/x11-dl/2.21.0","PENDIENTE REVISION",""
"Cargo","x11","2.21.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:x11-2.21.0/Cargo.toml","https://crates.io/crates/x11/2.21.0","PENDIENTE REVISION",""
"Cargo","xattr","1.6.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT OR Apache-2.0","Cargo registry:xattr-1.6.1/Cargo.toml","https://crates.io/crates/xattr/1.6.1","PENDIENTE REVISION",""
"Cargo","yoke-derive","0.8.2","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:yoke-derive-0.8.2/Cargo.toml","https://crates.io/crates/yoke-derive/0.8.2","PENDIENTE REVISION",""
"Cargo","yoke","0.8.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:yoke-0.8.3/Cargo.toml","https://crates.io/crates/yoke/0.8.3","PENDIENTE REVISION",""
"Cargo","zerofrom-derive","0.1.7","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:zerofrom-derive-0.1.7/Cargo.toml","https://crates.io/crates/zerofrom-derive/0.1.7","PENDIENTE REVISION",""
"Cargo","zerofrom","0.1.8","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:zerofrom-0.1.8/Cargo.toml","https://crates.io/crates/zerofrom/0.1.8","PENDIENTE REVISION",""
"Cargo","zeroize","1.9.0","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Apache-2.0 OR MIT","Cargo registry:zeroize-1.9.0/Cargo.toml","https://crates.io/crates/zeroize/1.9.0","PENDIENTE REVISION",""
"Cargo","zerotrie","0.2.4","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:zerotrie-0.2.4/Cargo.toml","https://crates.io/crates/zerotrie/0.2.4","PENDIENTE REVISION",""
"Cargo","zerovec-derive","0.11.3","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:zerovec-derive-0.11.3/Cargo.toml","https://crates.io/crates/zerovec-derive/0.11.3","PENDIENTE REVISION",""
"Cargo","zerovec","0.11.6","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","Unicode-3.0","Cargo registry:zerovec-0.11.6/Cargo.toml","https://crates.io/crates/zerovec/0.11.6","PENDIENTE REVISION",""
"Cargo","zip","4.6.1","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:zip-4.6.1/Cargo.toml","https://crates.io/crates/zip/4.6.1","PENDIENTE REVISION",""
"Cargo","zmij","1.0.23","lock multiplataforma: runtime/build por resolver","posible; requiere cargo tree objetivo","igual shell; no depende del proveedor","MIT","Cargo registry:zmij-1.0.23/Cargo.toml","https://crates.io/crates/zmij/1.0.23","PENDIENTE REVISION",""
"Maven","com.ibm.informix:jdbc","15.0.0.1.1","JDBC Informix via IKVM","si, puente compilado","no, inferido","IBM Informix JDBC Software License Agreement","Maven:com/ibm/informix/jdbc/15.0.0.1.1/jdbc-15.0.0.1.1.pom","https://repo.maven.apache.org/maven2/com/ibm/informix/jdbc/15.0.0.1.1/jdbc-15.0.0.1.1.pom","PENDIENTE REVISION","POM local; revisar herencia, perfiles y obligaciones del JAR."
"Maven","org.mongodb:bson","3.8.0","JDBC Informix via IKVM","si, puente compilado","no, inferido","The Apache Software License, Version 2.0","Maven:org/mongodb/bson/3.8.0/bson-3.8.0.pom","https://repo.maven.apache.org/maven2/org/mongodb/bson/3.8.0/bson-3.8.0.pom","PENDIENTE REVISION","POM local; revisar herencia, perfiles y obligaciones del JAR."
"npm","@acemir/cssom","0.9.31","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@acemir/cssom","https://www.npmjs.com/package/@acemir/cssom/v/0.9.31","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
