"ecosystem","component","version","usage","complete","without_informix","license","evidence","source","decision","note"
"NuGet","Microsoft.CodeCoverage","17.14.1","backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.CodeCoverage/17.14.1/microsoft.codecoverage.nuspec","https://www.nuget.org/packages/Microsoft.CodeCoverage/17.14.1","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Data.SqlClient.Extensions.Abstractions","7.0.2","backend/src/Druse.Host.LocalApi;backend/src/Druse.Provider.SqlServer;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","grafo host","grafo host inferido","MIT","NuGet:Microsoft.Data.SqlClient.Extensions.Abstractions/7.0.2/microsoft.data.sqlclient.extensions.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Data.SqlClient.Extensions.Abstractions/7.0.2","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Data.SqlClient.Internal.Logging","7.0.2","backend/src/Druse.Host.LocalApi;backend/src/Druse.Provider.SqlServer;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","grafo host","grafo host inferido","MIT","NuGet:Microsoft.Data.SqlClient.Internal.Logging/7.0.2/microsoft.data.sqlclient.internal.logging.nuspec","https://www.nuget.org/packages/Microsoft.Data.SqlClient.Internal.Logging/7.0.2","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Data.SqlClient.SNI.runtime","6.0.2","backend/src/Druse.Host.LocalApi;backend/src/Druse.Provider.SqlServer;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","grafo host","grafo host inferido","Microsoft Software License Terms - SQLCLIENT SNI","NuGet:Microsoft.Data.SqlClient.SNI.runtime/6.0.2/LICENSE.txt","https://www.nuget.org/packages/Microsoft.Data.SqlClient.SNI.runtime/6.0.2","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Data.SqlClient","7.0.2","backend/src/Druse.Host.LocalApi;backend/src/Druse.Provider.SqlServer;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","grafo host","grafo host inferido","MIT","NuGet:Microsoft.Data.SqlClient/7.0.2/microsoft.data.sqlclient.nuspec","https://www.nuget.org/packages/Microsoft.Data.SqlClient/7.0.2","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Data.Sqlite.Core","10.0.11","backend/src/Druse.Host.LocalApi;backend/src/Druse.Persistence.Sqlite;backend/src/Druse.Provider.Sqlite;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","grafo host","grafo host inferido","MIT","NuGet:Microsoft.Data.Sqlite.Core/10.0.11/microsoft.data.sqlite.core.nuspec","https://www.nuget.org/packages/Microsoft.Data.Sqlite.Core/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Data.Sqlite","10.0.11","backend/src/Druse.Host.LocalApi;backend/src/Druse.Persistence.Sqlite;backend/src/Druse.Provider.Sqlite;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","grafo host","grafo host inferido","MIT","NuGet:Microsoft.Data.Sqlite/10.0.11/microsoft.data.sqlite.nuspec","https://www.nuget.org/packages/Microsoft.Data.Sqlite/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Caching.Abstractions","9.0.13","backend/src/Druse.Provider.SqlServer;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Caching.Abstractions/9.0.13/microsoft.extensions.caching.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Caching.Abstractions/9.0.13","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Caching.Memory","9.0.13","backend/src/Druse.Provider.SqlServer;backend/tests/Druse.IntegrationTests;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Caching.Memory/9.0.13/microsoft.extensions.caching.memory.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Caching.Memory/9.0.13","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration.Abstractions","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration.Abstractions/10.0.11/microsoft.extensions.configuration.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration.Abstractions/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration.Binder","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration.Binder/10.0.11/microsoft.extensions.configuration.binder.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration.Binder/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration.CommandLine","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration.CommandLine/10.0.11/microsoft.extensions.configuration.commandline.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration.CommandLine/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration.EnvironmentVariables","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration.EnvironmentVariables/10.0.11/microsoft.extensions.configuration.environmentvariables.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration.EnvironmentVariables/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration.FileExtensions","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration.FileExtensions/10.0.11/microsoft.extensions.configuration.fileextensions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration.FileExtensions/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration.Json","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration.Json/10.0.11/microsoft.extensions.configuration.json.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration.Json/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration.UserSecrets","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration.UserSecrets/10.0.11/microsoft.extensions.configuration.usersecrets.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration.UserSecrets/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Configuration","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Configuration/10.0.11/microsoft.extensions.configuration.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Configuration/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.DependencyInjection.Abstractions","10.0.0","backend/src/Druse.Provider.PostgreSql;backend/src/Druse.Provider.SqlServer;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.DependencyInjection.Abstractions/10.0.0/microsoft.extensions.dependencyinjection.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.DependencyInjection.Abstractions/10.0.0","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.DependencyInjection.Abstractions","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.DependencyInjection.Abstractions/10.0.11/microsoft.extensions.dependencyinjection.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.DependencyInjection.Abstractions/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.DependencyInjection.Abstractions","8.0.2","backend/src/Druse.Provider.MySql;backend/src/Druse.Ssh","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.DependencyInjection.Abstractions/8.0.2/microsoft.extensions.dependencyinjection.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.DependencyInjection.Abstractions/8.0.2","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.DependencyInjection","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.DependencyInjection/10.0.11/microsoft.extensions.dependencyinjection.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.DependencyInjection/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.DependencyModel","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.DependencyModel/10.0.11/microsoft.extensions.dependencymodel.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.DependencyModel/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.DependencyModel","8.0.0","backend/src/Druse.Host.LocalApi;backend/src/Druse.Jdbc;backend/src/Druse.Provider.Informix;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","grafo host","excluido del grafo inferido","MIT","NuGet:Microsoft.Extensions.DependencyModel/8.0.0/microsoft.extensions.dependencymodel.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.DependencyModel/8.0.0","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Diagnostics.Abstractions","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Diagnostics.Abstractions/10.0.11/microsoft.extensions.diagnostics.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Diagnostics.Abstractions/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Diagnostics","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Diagnostics/10.0.11/microsoft.extensions.diagnostics.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Diagnostics/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.FileProviders.Abstractions","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.FileProviders.Abstractions/10.0.11/microsoft.extensions.fileproviders.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.FileProviders.Abstractions/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.FileProviders.Physical","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.FileProviders.Physical/10.0.11/microsoft.extensions.fileproviders.physical.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.FileProviders.Physical/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.FileSystemGlobbing","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.FileSystemGlobbing/10.0.11/microsoft.extensions.filesystemglobbing.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.FileSystemGlobbing/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Hosting.Abstractions","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Hosting.Abstractions/10.0.11/microsoft.extensions.hosting.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Hosting.Abstractions/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Hosting","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Hosting/10.0.11/microsoft.extensions.hosting.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Hosting/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Logging.Abstractions","10.0.0","backend/src/Druse.Provider.PostgreSql;backend/src/Druse.Provider.SqlServer;backend/tests/Druse.ProviderContractTests;backend/tests/Druse.UnitTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Logging.Abstractions/10.0.0/microsoft.extensions.logging.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Logging.Abstractions/10.0.0","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Logging.Abstractions","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Logging.Abstractions/10.0.11/microsoft.extensions.logging.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Logging.Abstractions/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Logging.Abstractions","8.0.2","backend/src/Druse.Provider.MySql","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Logging.Abstractions/8.0.2/microsoft.extensions.logging.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Logging.Abstractions/8.0.2","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Logging.Abstractions","8.0.3","backend/src/Druse.Ssh","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Logging.Abstractions/8.0.3/microsoft.extensions.logging.abstractions.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Logging.Abstractions/8.0.3","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Logging.Configuration","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Logging.Configuration/10.0.11/microsoft.extensions.logging.configuration.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Logging.Configuration/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
"NuGet","Microsoft.Extensions.Logging.Console","10.0.11","backend/tests/Druse.IntegrationTests","build/test/runtime pack","sin inferir","MIT","NuGet:Microsoft.Extensions.Logging.Console/10.0.11/microsoft.extensions.logging.console.nuspec","https://www.nuget.org/packages/Microsoft.Extensions.Logging.Console/10.0.11","PENDIENTE REVISION","Inferencia desde assets restaurados: confirmar con publicacion limpia y archivos del paquete."
